Title,URL,Product,Items Available,Final Price,Winning bid,Date closed,Seller name,Seller page,Description
APPLE iPHONE 4 - 8GB - APPLE REPLACEMENTS IN BOX - EXCELLENT CONDITION + WARRANTY !!!,https://www.bidorbuy.co.za/item/310369232/APPLE_iPHONE_4_8GB_APPLE_REPLACEMENTS_IN_BOX_EXCELLENT_CONDITION_WARRANTY.html,Apple  iPhone 4  8GB  iOS  5 Megapixels or more,1,"R1,199.",,10/27/2017,SLICK TECH,https://www.bidorbuy.co.za/seller/1960639/SLICK_TECH,"
	,	
	  ,APPLE iPHONE 4 - 8GB BLACK,CLEAN CONDITION LIKE NEW !!!,N.B THIS ITEM WILL ONLY BE SENT VIA COURIER FOR SECURITY REASONS, ,THESE ARE APPLE REPLACEMENT PHONES, COMES IN BOX WITH PROTECTIVE FILM, INCLUDES WARRANTY !!! , IN MY OPINION PHONES ARE IN A "" BRAND NEW "" CONDITION, HOWEVER IT ,EXCLUDES, ! , USB CABLE & CHARGER, ITS JUST IPHONE ONLY, PHONES HAVE BEEN CHARGED & TESTED,  PLEASE SEE ACTUAL PICS BELOW, ,iPHONE 4,INCLUDES:,PHONE ONLY !!!,IN BOX,!!! NO CHARGER, NO CABLE, NO ACCESSORIES !!!, ,PAYMENT REQUIRED WITHIN 24HRS OF PURCHASE,SEE ACTUAL PICS BELOW, ,
  ,
,    
"
,,,,,,,,,
APPLE iPHONE 4 - 8GB - APPLE REPLACEMENTS IN BOX - EXCELLENT CONDITION + WARRANTY !!!,https://www.bidorbuy.co.za/item/310369227/APPLE_iPHONE_4_8GB_APPLE_REPLACEMENTS_IN_BOX_EXCELLENT_CONDITION_WARRANTY.html,Apple  iPhone 4  8GB  iOS  5 Megapixels or more,1,"R1,199.",,10/27/2017,SLICK TECH,https://www.bidorbuy.co.za/seller/1960639/SLICK_TECH,"
	,	
	  ,APPLE iPHONE 4 - 8GB WHITE,CLEAN CONDITION LIKE NEW !!!,N.B THIS ITEM WILL ONLY BE SENT VIA COURIER FOR SECURITY REASONS, ,THESE ARE APPLE REPLACEMENT PHONES, COMES IN BOX WITH PROTECTIVE FILM, INCLUDES WARRANTY !!! , IN MY OPINION PHONES ARE IN A "" BRAND NEW "" CONDITION, HOWEVER IT ,EXCLUDES, ! , USB CABLE & CHARGER, ITS JUST IPHONE ONLY, PHONES HAVE BEEN CHARGED & TESTED,  PLEASE SEE ACTUAL PICS BELOW, ,iPHONE 4,INCLUDES:,PHONE ONLY !!!,IN BOX,!!! NO CHARGER, NO CABLE, NO ACCESSORIES !!!, ,PAYMENT REQUIRED WITHIN 24HRS OF PURCHASE,SEE ACTUAL PICS BELOW, ,
  ,
,    
"
,,,,,,,,,
Apple Iphone 6 Plus 16GB. Space grey. Apple replacement.,https://www.bidorbuy.co.za/item/309208427/Apple_Iphone_6_Plus_16GB_Space_grey_Apple_replacement.html,Apple  iPhone 6 Plus  16GB  iOS,1,"R4,750.",,10/27/2017,celltrader786,https://www.bidorbuy.co.za/seller/1583539/celltrader786,"
	,	
	  ,Apple Iphone 6 Plus 16GB Space Grey,Boxed with charger and headset,Phone is working 100%.,Device is in brand new condition. Device was replaced by Apple under warranty and still has original plastics.,Balance of Apple warranty!,
  ,
,    
"
,,,,,,,,,
Apple iphone 5C 16GB White,https://www.bidorbuy.co.za/item/309601239/Apple_iphone_5C_16GB_White.html,Apple  iPhone 5C  16GB  iOS,1,"R750.,R1,250.",R750.00   26 Oct 23:44  ,10/27/2017,zah_Cell,https://www.bidorbuy.co.za/seller/2590795/zah_Cell,"
	,	
	  , ,Apple iphone 5C 16GB in white for sale. Phone is in a good condition, with signs of normal usage. Price reduced due to the LCD being cracked and battery removed. No further tests have been performed. When plugged in to the charger, phone does come on and go off again, this is most likely due to there being no battery. Phone is sold for Spares/repairs only. May work 100% with a new battery & LCD, or may not work at all., , , , , Auction includes Phone only!!!, ,R80 SHIPPING ON Normal MAIL, R140 FOR SPEED SERVICES and R200 door to door (Via SAPO).,Please add 4% for insurance if required., , ,PAYMENT MUST BE MADE WITHIN 24 HOURS AFTER THE END OF THE AUCTION., ,Should you have any problems after receiving the phone, please contact us and well try our best to help. The phone is in a good condition and you will get exactly what is described, so there shouldn't be any issues, , ,
  ,
,    
"
,,,,,,,,,
"Apple iPhone 6 Plus 16GB Gold (Good condition, free shipping)",https://www.bidorbuy.co.za/item/309483872/Apple_iPhone_6_Plus_16GB_Gold_Good_condition_free_shipping.html,Apple  iPhone 6 Plus  16GB  iOS  5.5 Inches & Over  8 Megapixels or more,1,"R4,699.",,10/26/2017,Mobile-Express-Store,https://www.bidorbuy.co.za/seller/3439209/Mobile-Express-Store,"
	,	
	  ,Description: iPhone 6 Plus 16gb Gold with charger, ,Accessories: charger and cover, ,Condition: 7.5/10 Good. See photos, some small nicks on sides, ,Warranty:  No, the device is pre-owned, ,Refunds:  Yes, within 7 days of delivery if item is faulty. Must be returned undamaged and in same condition as sold with accessories included., ,Shipping:  Free of charge for collection at your nearest Postnet. Note that the free policy only apply to Postnet stores, so if you live far from a Postnet, please enquire before purchase, , ,
  ,
,    
"
,,,,,,,,,
iPhone 4s 8GB Black {Good Condition 8/10},https://www.bidorbuy.co.za/item/306801912/iPhone_4s_8GB_Black_Good_Condition_8_10.html,Apple  iPhone 4S  8GB  iOS,1,"R1,599.",,10/26/2017,EpicDeals,https://www.bidorbuy.co.za/seller/2922559/EpicDeals,"
	,	
	  ,Screen,: The screen still looks good with a few marks and scratches from previous usage.,Frame,: The frame also still looks rally good with a few small marks from previous usage.,Back Casing,: The back casing also still looks really good with a few small scratches from previous usage.,Functions,: All system functions are working 100% on this device.,Special Mention,: This golden oldie was really well looked after. It is a great device and will give a few more years of reliable usage!,Accessories,: This device comes with a high quality generic charger., , ,John - ""Great Seller. Very happy with Device. As Described A+++++++++"", Please Note: All our devices are local stock and will be dispatched within two working days of receiving payment. We have overnight courier delivery to any Major City in South Africa via The Courier Guy service and will send the tracking number once the device has been sent out. In order to qualify for overnight delivery we must receive your payment before 2:30pm on a working day aside from Friday and assuming the following day is not a public holiday (our couriers do not work on public holidays and weekends). ,
  ,
,    
"
,,,,,,,,,
IPHONE 6S PLUS 64GB - SILVER - BARGAIN!!!,https://www.bidorbuy.co.za/item/310298364/IPHONE_6S_PLUS_64GB_SILVER_BARGAIN.html,Apple  iPhone 6s Plus  64GB  iOS  5.5 Inches & Over  12 Megapixels or more,1,"R6,199.",,10/26/2017,TECH_STORE,https://www.bidorbuy.co.za/seller/953669/TECH_STORE,"
	,	
	  ,APPLE IPHONE 6S PLUS ,64GB - SILVER WHITE,EXCELLENT CONDITION ,IN BOX WITH GENERIC CHARGER, CABLE, EARPHONES AND TECH 21 COVER WORTH R500,GLASS SCREEN PROTECTOR INSTALLED, ,NETWORK,Technology,GSM / CDMA / HSPA / EVDO / LTE,BODY,Dimensions,158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in),Weight,192 g (6.77 oz),SIM,Nano-SIM, - Apple Pay (Visa, MasterCard, AMEX certified),DISPLAY,Type,LED-backlit IPS LCD, capacitive touchscreen, 16M colors,Size,5.5 inches (~67.7% screen-to-body ratio),Resolution,1080 x 1920 pixels (~401 ppi pixel density),Multitouch,Yes,Protection,Ion-strengthened glass, oleophobic coating, - 3D Touch display,- Display Zoom,PLATFORM,OS,iOS 10,Chipset,Apple A9,CPU,Dual-core 1.84 GHz Twister,GPU,PowerVR GT7600 (six-core graphics),Internal,64 GB, 2 GB RAM,CAMERA,Primary,12 MP, f/2.2, 29mm, phase detection autofocus, OIS, dual-LED (dual tone) flash, check quality,Features,1/3"" sensor size, 1.22 µm pixel size, geo-tagging, simultaneous 4K video and 8MP image recording, touch focus, face/smile detection, HDR (photo/panorama),Video,2160p@30fps, 1080p@60fps, 1080p@120fps, 720p@240fps, check quality,Secondary,5 MP, f/2.2, 31mm, 1080p@30fps, 720p@240fps, face detection, HDR, panorama,SOUND,Alert types,Vibration, proprietary ringtones,Loudspeaker,Yes,3.5mm jack,Yes,- 16-bit/44.1kHz audio,- Active noise cancellation with dedicated mic,COMMS,WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot,Bluetoothv4.2, A2DP, LE,GPSYes, with A-GPS, GLONASS,NFCYes (Apple Pay only),USB,v2.0, reversible connector,FEATURES,Sensors,Fingerprint, accelerometer, gyro, proximity, compass, barometer,Messaging,iMessage, SMS (threaded view), MMS, Email, Push Email,Browser,HTML5 (Safari),- Siri natural language commands and dictation,- iCloud cloud service,- MP3/WAV/AAX+/AIFF/Apple Lossless player,- MP4/H.264 player,- Audio/video/photo editor,- Document editor,BATTERY,Non-removable Li-Po 2750 mAh battery (10.45 Wh),
  ,
,    
"
,,,,,,,,,
iPhone 6s,https://www.bidorbuy.co.za/item/309494344/iPhone_6s.html,Apple  iPhone 6s  16GB  iOS,1,"R4,000.,R4,300.",,10/26/2017,Tash_hean,https://www.bidorbuy.co.za/seller/3268258/Tash_hean,"
	,	
	  ,iPhone 6S  16GB Gold,Very good condition, only one year old.,All accessories included.,
  ,
,    
"
,,,,,,,,,
iPhone 6 Plus **Please Read**,https://www.bidorbuy.co.za/item/309304237/iPhone_6_Plus_Please_Read.html,Apple  iPhone 6 Plus  16GB  iOS  5.5 Inches & Over  8 Megapixels or more,1,R850.,,10/26/2017,nmsl028,https://www.bidorbuy.co.za/seller/2012350/nmsl028,"
	,	
	  ,Please note that this iPhone won't switch on and the iPhone 6 Plus Gold is sold for spare parts. The iPhone was used by me and it fell, I repaired it but then started to give a touch ic problem. This iPhone is sold for spares as the screen fitted was still new with a tempered glass as well as the parts of the iPhone are still intact. The iPhone was also recently fitted with a new battery. The iPhone doesn't switch on. Comes with original box and is still in good condition if the casing is to be reused. Shipping will be free for those residing in major areas. ,Pictures of actual device and box,
  ,
,    
"
,,,,,,,,,
iPhone 6s 16GB Space Gray {Excellent Condition} (6 Month Warranty),https://www.bidorbuy.co.za/item/310079358/iPhone_6s_16GB_Space_Gray_Excellent_Condition_6_Month_Warranty.html,Apple  iPhone 6s  16GB  iOS,1,"R4,899.",,10/26/2017,EpicDeals,https://www.bidorbuy.co.za/seller/2922559/EpicDeals,"
	,	
	  , ,Screen,: The screen still looks great with barely any visible signs of previous usage.,Frame,: The frame also still looks fantastic,Back Casing,: The back casing only has a few very light signs of usage,Functions,: All system functions are working 100% on this device. ,Accessories,: This device comes in its original box with a quality generic charger., ,Tashreeq - ""Awesome seller and Fast delivery"",Please make payment within 48 hours of ordering or we will relist the product for sale and file an SNC., Please Note: All our devices are local stock and will be dispatched within two working days of receiving payment. We have overnight courier delivery to any Major City in South Africa via The Courier Guy service and will send the tracking number once the device has been sent out. In order to qualify for overnight delivery we must receive your payment before 2:30pm on a working day aside from Friday and assuming the following day is not a public holiday (our couriers do not work on public holidays and weekends). ,Like all our devices, this iPhone is not icloud locked!,*Your iPhone comes with a 6 month warranty (excluding general wear and tear)*,Have peace of mind when buying from Epic Deals,In association with one of SA's best repair centres, your device will be covered by a 6 month warranty against manufacturer defects. The warranty begins the day you receive your device.,Software, liquid and physical damage is not covered. Device will be sent to us for warranty claims and will be processed as quickly as possible. All transport costs to be borne by buyer. If you ever need ""out of warranty"" repairs we've negotiated a 10% discount for you, from our partner repair centre.,
  ,
,    
"
,,,,,,,,,
Apple iphone 6  Space Grey ***,https://www.bidorbuy.co.za/item/309749275/Apple_iphone_6_Space_Grey.html,Apple  iPhone 6  iOS,1,"R1,399.","R1,399.00   25 Oct 11:38  ",10/26/2017,zah_Cell,https://www.bidorbuy.co.za/seller/2590795/zah_Cell,"
	,	
	  , ,Apple iphone 6 space grey for sale. Phone is in a good condition, with signs of usage. The price has been reduced due to the phone having a cracked screen and not turning on. All functions worked prior to the phone LCD being cracked. As the phone no longer turns on, we are unable to test all the functions of the phone currently.The charge port also seems too tight for the charger, may have some dust which needs to be cleaned out. With a new LCD, and cleaning of          the charge port the phone may work 100%, or may have other issues.,Selling this phone as-is, for spares or repairs only!!,Pictures of the phone when it was functional: , , , Auction includes Phone only, ,R80 SHIPPING ON Normal MAIL, R140 FOR SPEED SERVICES and R200 door to door (Via SAPO).,Please add 4% for insurance if required., ,PAYMENT MUST BE MADE WITHIN 24 HOURS AFTER THE END OF THE AUCTION., ,Should you have any problems after receiving the phone, please contact us and well try our best to help. The phone is in a good condition and you will get exactly what is described, so there shouldn't be any issues, , ,
  ,
,    
"
,,,,,,,,,
Apple Iphone 6 Plus 16GB. Please read.,https://www.bidorbuy.co.za/item/309678375/Apple_Iphone_6_Plus_16GB_Please_read.html,Apple  iPhone 6 Plus  16GB  iOS,1,"R1,301.","R1,301.00   25 Oct 23:43  ",10/26/2017,celltrader786,https://www.bidorbuy.co.za/seller/1583539/celltrader786,"
	,	
	  ,Apple Iphone 6 Plus 16GB Space grey,Device only. No box or sim tray!,Please note that the phone seems to be working fine but has an icloud account on it. We are selling this phone ,as is, for spares. No returns.,Please see pictures of actual phone.,
  ,
,    
"
,,,,,,,,,
Apple Iphone 5S 16GB! Space grey.,https://www.bidorbuy.co.za/item/309650301/Apple_Iphone_5S_16GB_Space_grey.html,Apple  iPhone 5S  16GB  iOS,1,"R1,860.,R2,400.","R1,860.00   25 Oct 14:00  ",10/25/2017,celltrader786,https://www.bidorbuy.co.za/seller/1583539/celltrader786,"
	,	
	  ,Apple Iphone 5S,Device with the box only.,16GB memory. ,8/10 condition. Device works perfectly. Battery was replaced recently. Original screen!,space grey available,
  ,
,    
"
,,,,,,,,,
Apple Iphone 6 Plus 16GB. Please read.,https://www.bidorbuy.co.za/item/309650320/Apple_Iphone_6_Plus_16GB_Please_read.html,Apple  iPhone 6 Plus  16GB  iOS,1,"R3,600.","R3,600.00   25 Oct 20:05  ",10/25/2017,celltrader786,https://www.bidorbuy.co.za/seller/1583539/celltrader786,"
	,	
	  ,Apple Iphone 6 Plus 16GB Silver,Device only with SIM tray,Phone is working fine. Screen was replaced with a good quality screen.,Icloud unlocked.,Device is 8/10 condition. Has some minor scratches on the rim. Please view pictures.,
  ,
,    
"
,,,,,,,,,
Apple Iphone 6S 64GB ! Silver! Please read.,https://www.bidorbuy.co.za/item/309590850/Apple_Iphone_6S_64GB_Silver_Please_read.html,Apple  iPhone 6s  64GB  iOS,1,"R2,205.,R4,999.","R2,205.00   25 Oct 23:41  ",10/25/2017,celltrader786,https://www.bidorbuy.co.za/seller/1583539/celltrader786,"
	,	
	  ,Local stock,Apple Iphone 6S 64GB! ,9/10 condition.,Silver, ,in colour! ,It is not icloud locked.,Please view pictures.,NB> This device seems to have a network problem and needs to be restarted occasionally due to calls not coming through! Phone works well otherwise. Selling as is!,Please do not bid if you will not pay.,
  ,
,    
"
,,,,,,,,,
iPhone 5 64GB White {Good Condition 7.5/10} (6 Month Warranty),https://www.bidorbuy.co.za/item/309396231/iPhone_5_64GB_White_Good_Condition_7_5_10_6_Month_Warranty.html,Apple  iPhone 5  64GB  iOS,1,"R2,099.",,10/25/2017,EpicDeals,https://www.bidorbuy.co.za/seller/2922559/EpicDeals,"
	,	
	  ,Screen,: The screen looks fantastic with almost no marks from previous usage.,Frame,: The frame still looks good, it has a few marks from previous usage with one more noticeable mark on the top left corner of the device (See Photos),Back Casing,: The back of the device also has a few marks from previous usage, but still looks good.,Functions,: All system functions are working 100% on this device. ,Special Mention,: This device is in a fantastic working condition, stick a nice cover on it and you will barely notice that this is a second hand device!,Accessories,: This device comes in the original box with the original earphones, we will even throw in a high quality generic charger and USB-lightning Cable!,Simon - ""The phone was in excellent condition and the delivery was excellent!"",Please make payment within 48 hours of ordering or we will relist the product for sale and file an SNC., Please Note: All our devices are local stock and will be dispatched within two working days of receiving payment. We have overnight courier delivery to any Major City in South Africa via The Courier Guy service and will send the tracking number once the device has been sent out. In order to qualify for overnight delivery we must receive your payment before 2:30pm on a working day aside from Friday and assuming the following day is not a public holiday (our couriers do not work on public holidays and weekends). ,Like all our devices, this iPhone is not iCloud locked!,*Your iPhone comes with a 6 month warranty (excluding general wear and tear)*,Have peace of mind when buying from Epic Deals,In association with one of SA's best repair centres, your device will be covered by a 6 month warranty against manufacturer defects. The warranty begins the day you receive your device.,Software, liquid and physical damage is not covered. Device will be sent to us for warranty claims and will be processed as quickly as possible. All transport costs to be borne by buyer. If you ever need ""out of warranty"" repairs we've negotiated a 10% discount for you, from our partner repair centre.,
  ,
,    
"
,,,,,,,,,
iPhone 5 16GB Silver {Good Condition 8/10} (6 Month Warranty),https://www.bidorbuy.co.za/item/308746405/iPhone_5_16GB_Silver_Good_Condition_8_10_6_Month_Warranty.html,Apple  iPhone 5  16GB  iOS,1,"R1,899.",,10/25/2017,EpicDeals,https://www.bidorbuy.co.za/seller/2922559/EpicDeals,"
	,	
	  ,Screen,: The screen looks fantastic with almost no marks from previous usage.,Frame,: The frame has quite a few marks and scratches from previous usage, but nothing you can't see in the photos.,Back Casing,: The back casing also has a few scratches from previous usage, but nothing a good cover can not hide!,Functions,: All system functions are working 100% on this device. ,Special Mention,: This device is still in a fantastic working condition and in such a good condition, it can only be an Epic Deal.,Accessories,: This device comes with the original, secondhand, charger and USB cable. , ,Johan - ""Great seller and good communication and will go the extra mile to assist. Thank you"",Please make payment within 48 hours of ordering or we will relist the product for sale and file an SNC., Please Note: All our devices are local stock and will be dispatched within two working days of receiving payment. We have overnight courier delivery to any Major City in South Africa via The Courier Guy service and will send the tracking number once the device has been sent out. In order to qualify for overnight delivery we must receive your payment before 2:30pm on a working day aside from Friday and assuming the following day is not a public holiday (our couriers do not work on public holidays and weekends). , ,Like all our devices, this iPhone is not icloud locked!,*Your iPhone comes with a 6 month warranty (excluding general wear and tear)*,Have peace of mind when buying from Epic Deals,In association with one of SA's best repair centres, your device will be covered by a 6 month warranty against manufacturer defects. The warranty begins the day you receive your device.,Software, liquid and physical damage is not covered. Device will be sent to us for warranty claims and will be processed as quickly as possible. All transport costs to be borne by buyer. If you ever need ""out of warranty"" repairs we've negotiated a 10% discount for you, from our partner repair centre.,
  ,
,    
"
,,,,,,,,,
"IPHONE 7, 32B, WITH CHARGER, EARPHONES AND WITH BOX - PLEASE READ",https://www.bidorbuy.co.za/item/309821744/IPHONE_7_32B_WITH_CHARGER_EARPHONES_AND_WITH_BOX_PLEASE_READ.html,Apple  iPhone 7  32GB  iOS,1,"R3,320.,R9,500.","R3,320.00   25 Oct 11:50  ",10/25/2017,M_N_N,https://www.bidorbuy.co.za/seller/656586/M_N_N,"
	,	
	  , ,IPHONE 7,32GB,SILVER,COMES COMPLETE WITH ,CHARGER,EARPHONES,COME WITH BOX,EXCELLENT CONDITION,FULLY WORKING,CONDITION 8/10,SCREEN HAS A CRACK ON IT BUT SCREEN FULLY WORKS (NOT ORIGINAL SCREEN), ,SHIPPING : R130 COURIER DOOR TO DOOR MAJOR CITIES,
  ,
,    
"
,,,,,,,,,
APPLE IPHONE 6S - 64GB - SPACE GREY,https://www.bidorbuy.co.za/item/309753175/APPLE_IPHONE_6S_64GB_SPACE_GREY.html,Apple  iPhone 6s  64GB  iOS  4.5 to 4.9 Inches  12 Megapixels or more,1,"R5,499.",,10/25/2017,TECH_STORE,https://www.bidorbuy.co.za/seller/953669/TECH_STORE,"
	,	
	  , ,IPHONE 6S,EXCELLENT CONDITION,OPEN TO ALL NETWORKS ,64GB SPACE GREY,UNLOCKED,IN BOX WITH CHARGER AND CABLE,actual pics:,NETWORK,Technology,GSM / CDMA / HSPA / EVDO / LTE,BODY,Dimensions,138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in),Weight,143 g (5.04 oz),SIM,Nano-SIM,- Apple Pay (Visa, MasterCard, AMEX certified),DISPLAY,Type,LED-backlit IPS LCD, capacitive touchscreen, 16M colors,Size,4.7 inches (~65.6% screen-to-body ratio),Resolution,750 x 1334 pixels (~326 ppi pixel density),Multitouch,Yes,Protection,Ion-strengthened glass, oleophobic coating,- Force Touch display,- Display Zoom,PLATFORM,OSiOS 10,Chipset,Apple A9,CPU,Dual-core 1.84 GHz Twister,GPU,PowerVR GT7600 (six-core graphics),Internal,64 GB, 2 GB RAM,CAMERA,Primary,12 MP, f/2.2, 29mm, phase detection autofocus, dual-LED (dual tone) flash, check quality,Features,1/3"" sensor size, 1.22 µm pixel size, geo-tagging, simultaneous 4K video and 8MP image recording, touch focus, face/smile detection, HDR (photo/panorama),Video,2160p@30fps, 1080p@60fps,1080p@120fps, 720p@240fps, check quality,Secondary,5 MP, f/2.2, 31mm, 1080p@30fps, 720p@240fps, face detection, HDR, panorama,SOUND,Alert types,Vibration, proprietary ringtones,Loudspeaker,Yes,3.5mm jack,Yes,COMMS,WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot,Bluetooth,v4.2, A2DP, LE,GPS,Yes, with A-GPS, GLONASS,NFC,Yes (Apple Pay only),USB,v2.0, reversible connector,FEATURES,SensorsFingerprint, accelerometer, gyro, proximity, compass, barometer,Messaging,iMessage, SMS (threaded view), MMS, Email, Push Email,Browser,HTML5 (Safari), ,- Active noise cancellation with dedicated mic,- Siri natural language commands and dictation,- iCloud cloud service,- iCloud Keychain,- TV-out,- Maps,- Organizer,- Document editor,- Photo/video editor, ,BATTERY,Non-removable Li-Po 1715 mAh battery (6.9 Wh),Stand-byUp to 240 h (3G),Talk timeUp to 14 h (3G),Music playUp to 50 h,
  ,
,    
"
,,,,,,,,,
IPhone 5c,https://www.bidorbuy.co.za/item/309572604/IPhone_5c.html,Apple  iPhone 5C  iOS,1,"R1,499.",,10/25/2017,simonjhb,https://www.bidorbuy.co.za/seller/486534/simonjhb,"
	,	
	  , Screen need replacemen,
  ,
,    
"
,,,,,,,,,
iPhone 5s 16GB Space Grey {Good Condition 6.5/10} (6 Month Warranty),https://www.bidorbuy.co.za/item/309393510/iPhone_5s_16GB_Space_Grey_Good_Condition_6_5_10_6_Month_Warranty.html,Apple  iPhone 5S  16GB  iOS,1,"R1,799.",,10/25/2017,EpicDeals,https://www.bidorbuy.co.za/seller/2922559/EpicDeals,"
	,	
	  ,Screen,: There are barely any noticeable marks and scratches from previous usage on the screen of this device., , ,Frame,: The frame has a few small marks and scratches from previous usage, nothing you can't see in the photos!, , ,Back Casing,: the back casing also still looks good with a few small marks and scratches from previous usage. There is also one more noticeable mark on the Apple logo, other than that the device still looks fantastic!, , ,Functions,: This device has no touch ID, other than that all system functions are working 100% on this device. , , ,Special Mention,: The casing on the device has been replaced, the IMEI on the casing differs from the actual IMEI. This device is still in a fantastic working condition, a high quality device like this at such low price can only be an Epic Deal!, , ,Accessories,: This device comes in the original box with a high quality generic charger and USB cable. , ,Minas - ""Great Product!! Top sellers!!"", ,Please make payment within 48 hours of ordering or we will relist the product for sale and file an SNC., Please Note: All our devices are local stock and will be dispatched within two working days of receiving payment. We have overnight courier delivery to any Major City in South Africa via The Courier Guy service and will send the tracking number once the device has been sent out. In order to qualify for overnight delivery we must receive your payment before 2:30pm on a working day aside from Friday and assuming the following day is not a public holiday (our couriers do not work on public holidays and weekends). , ,Like all our devices, this iPhone is not iCloud locked!,*Your iPhone comes with a 6 month warranty (excluding general wear and tear)*,Have peace of mind when buying from Epic Deals,In association with one of SA's best repair centres, your device will be covered by a 6 month warranty against manufacturer defects. The warranty begins the day you receive your device.,Software, liquid and physical damage is not covered. Device will be sent to us for warranty claims and will be processed as quickly as possible. All transport costs to be borne by buyer. If you ever need ""out of warranty"" repairs we've negotiated a 10% discount for you, from our partner repair centre.,
  ,
,    
"
,,,,,,,,,
Apple iPhone 7 Plus | 256GB | Local Stock  ##UNBOXED SPECIAL##,https://www.bidorbuy.co.za/item/306084488/Apple_iPhone_7_Plus_256GB_Local_Stock_UNBOXED_SPECIAL.html,Apple  iPhone 7 Plus  256GB  iOS  5.0 to 5.4 Inches  12 Megapixels or more,1,"R10,950",,10/23/2017,Concept Cellular,https://www.bidorbuy.co.za/seller/949989/Concept_Cellular,"
	,	
	  , ,Apple iPhone 7 Plus 256GB, ,  In stock, ready for immediate dispatch. (24/48 Delivery Service available),  Colors Available: Black (Matt Black),  Condition: 9,5 /10 (1 or 2 fine scratches on the rim - barely noticeable), ,iPhone 7 plus dramatically improves the most important aspects of the iPhone experience.,It introduces advanced new camera systems. The best performance and battery life ever in an iPhone. ,Immersive stereo speakers.,The brightest, most colourful iPhone display. Splash and water resistance.,And it looks every bit as powerful as it is. ,This is iPhone 7., , ,Terms,Orders are processed systematically, allow up to 24 working hours for your order to be processed.,We strive to ensure every transaction results in a positive rating on both sides. If there is anything you are not satisfied on, please contact us.,Please ask any questions ,before, you Bid or Buy, , ,
  ,
,    
"
,,,,,,,,,
Iphone 5s - Read Description,https://www.bidorbuy.co.za/item/309644823/Iphone_5s_Read_Description.html,Apple  iPhone 5S  iOS,1,R300.,R300.00   23 Oct 11:54  ,10/23/2017,kolbep,https://www.bidorbuy.co.za/seller/230260/kolbep,"
	,	
	  , Iphone 5s,LCD and Digitizer was replaced, and the Modem Chipset was reflowed. Since then the Phone is not coming on.,Selling As is for parts or repair,Phone and red pouch thing only, no charger or cable,
  ,
,    
"
,,,,,,,,,
iPhone 5s 32GB Silver {Good Condition 8/10} (6 Month Warranty),https://www.bidorbuy.co.za/item/309227466/iPhone_5s_32GB_Silver_Good_Condition_8_10_6_Month_Warranty.html,Apple  iPhone 5S  32GB  iOS,1,"R2,890.",,10/23/2017,EpicDeals,https://www.bidorbuy.co.za/seller/2922559/EpicDeals,"
	,	
	  ,Screen,: Looks fantastic with almost no noticeable marks from previous usage. ,Frame,: The frame has a few marks from previous usage (See Photos).,Back Casing,: The back casing also still looks fantastic with a few small marks from previous usage.,Functions,: All system functions are working 100% on this device.  ,Special Mention,: This is a great device at a great price, this really is an Epic Deal!,Accessories,: This device comes with the original, secondhand, earphones, Lightning Cable and Wall adapter which are all still in a fantastic condition!, ,Dhiren - ""Always a pleasure dealing with this seller!!! Recommended always !!! :-)"",Please make payment within 48 hours of ordering or we will relist the product for sale and file an SNC., Please Note: All our devices are local stock and will be dispatched within two working days of receiving payment. We have overnight courier delivery to any Major City in South Africa via The Courier Guy service and will send the tracking number once the device has been sent out. In order to qualify for overnight delivery we must receive your payment before 2:30pm on a working day aside from Friday and assuming the following day is not a public holiday (our couriers do not work on public holidays and weekends). , ,Like all our devices, this iPhone is not iCloud locked!,*Your iPhone comes with a 6 month warranty (excluding general wear and tear)*,Have peace of mind when buying from Epic Deals,In association with one of SA's best repair centres, your device will be covered by a 6 month warranty against manufacturer defects. The warranty begins the day you receive your device.,Software, liquid and physical damage is not covered. Device will be sent to us for warranty claims and will be processed as quickly as possible. All transport costs to be borne by buyer. If you ever need ""out of warranty"" repairs we've negotiated a 10% discount for you, from our partner repair centre.,
  ,
,    
"
,,,,,,,,,
IPhone 5S - 64GB,https://www.bidorbuy.co.za/item/309225988/IPhone_5S_64GB.html,Apple  iPhone 5S  64GB  iOS,1,"R2,000.,R3,500.","R2,000.00   23 Oct 11:17  ",10/23/2017,Graham1980,https://www.bidorbuy.co.za/seller/2367556/Graham1980,"
	,	
	  , IPhone 5S - 64GB Good Condition,Comes with Charger, no box.,
  ,
,    
"
,,,,,,,,,
***Almost like new Samsung s7 Silver***LOCAL STOCK***,https://www.bidorbuy.co.za/item/310090532/_Almost_like_new_Samsung_s7_Silver_LOCAL_STOCK.html,Samsung  Galaxy S7  32GB  5.0 to 5.4 Inches  12 Megapixels or more,1,"R3,100.","R3,100.00   28 Oct 16:36  ",10/30/2017,CTT786,https://www.bidorbuy.co.za/seller/2112073/CTT786,"
	,	
	  , Local Stock Samsung s7 Silver.In Excellent condition..Very well taken care off.The marks that are seen on the phone are on the screen protector of the phone and not on the screen itself..No noticable scratches or dents on the phone***Please note this phone does not include a box,an original samsung charger is included***,
  ,
,    
"
,,,,,,,,,
